ISIN,Ticker,Name,Shares,Exchange rate,Result,Total amount,Withholding tax,Currency (Withholding tax),Charge amount (GBP),Stamp duty (GBP),Stamp duty reserve tax (GBP),Transaction fee (GBP),Notes,Order ID,French transaction tax,Execution_Price,Trading day,Trading time,Type,Price,Sector,Industry,YF_TICKER
US08862E1091,BYND,Beyond Meat,1,1.33179,,102.4,,,,,,,,EOF399856058,,136.37,31/08/2020,14:00:00,Buy,102.3960234,Consumer Defensive,Packaged Foods,BYND
US62914V1061,NIO,NIO Inc,14,1.33274,13.77,189.08,,,,,,,,EOF399895891,,18,31/08/2020,14:04:00,Sell,13.50601017,Consumer Cyclical,Auto Manufacturers,NIO
US0378331005,AAPL,Apple,1,1.33419,,95.67,,,,,,,,EOF399940692,,127.64,31/08/2020,14:10:00,Buy,95.66853297,Technology,Consumer Electronics,AAPL
US88160R1014,TSLA,Tesla,2,1.33395,,693.43,,,,,,,,EOF400026453,,462.5,31/08/2020,14:21:00,Buy,346.7146445,Consumer Cyclical,Auto Manufacturers,TSLA
US2786421030,EBAY,eBay Inc.,5,1.33514,,203.01,,,,,,,,EOF400074017,,54.21,31/08/2020,14:27:00,Buy,40.60248363,Consumer Cyclical,Internet Retail,EBAY
US0970231058,BA,Boeing,1.3,1.33634,,168.21,,,,,,,,EOF400124275,,172.91,31/08/2020,14:34:00,Buy,129.3907239,Industrials,Aerospace & Defense,BA
US88160R1014,TSLA,Tesla,1,1.3385,,365.6,,,,,,,,EOF400451792,,489.36,31/08/2020,15:17:00,Buy,365.6032873,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,3,1.33693,32.44,1075.85,,,,,,,,EOF400504484,,479.45,31/08/2020,15:24:00,Sell,358.6201222,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,1,1.33671,,358.03,,,,,,,,EOF400516266,,478.58,31/08/2020,15:26:00,Buy,358.0282933,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,2,1.3367,,710.71,,,,,,,,EOF400523864,,475,31/08/2020,15:27:00,Buy,355.3527343,Consumer Cyclical,Auto Manufacturers,TSLA
US62914V1061,NIO,NIO Inc,5,1.33777,,73.52,,,,,,,,EOF401409568,,19.67,31/08/2020,18:56:00,Buy,14.70357386,Consumer Cyclical,Auto Manufacturers,NIO
JE00BG6L7297,BOO,boohoo,67,100,,205.76,,,,,,,,EOF402115662,,307.1,01/09/2020,07:48:00,Buy,3.071,Consumer Cyclical,Internet Retail,BOO.L
GB00BKDTK925,TRN,Trainline,100,100,,363.01,,,,,1.81,,,EOF402282276,,361.2,01/09/2020,08:51:00,Buy,3.612,Consumer Cyclical,Travel Services,TRN.L
GB00B63QSB39,GRG,Greggs,7,100,,96.03,,,,,0.48,,,EOF402468592,,1365,01/09/2020,10:38:00,Buy,13.65,Consumer Defensive,Grocery Stores,GRG.L
GB00BKDTK925,TRN,Trainline,100,100,3.8,365,,,,,,,,EOF402629768,,365,01/09/2020,12:21:00,Sell,3.65,Consumer Cyclical,Travel Services,TRN.L
GB00BKDTK925,TRN,Trainline,10,100,,36.7,,,,,0.18,,,EOF402692465,,365.2,01/09/2020,12:59:00,Buy,3.652,Consumer Cyclical,Travel Services,TRN.L
US2561631068,DOCU,DocuSign,1,1.34554,12.58,176.21,,,,,,,,EOF402914923,,237.1,01/09/2020,13:32:00,Sell,176.2117811,Technology,Software—Application,DOCU
US88160R1014,TSLA,Tesla,5,1.34407,41.1,1805.45,,,,,,,,EOF403059527,,485.33,01/09/2020,13:36:00,Sell,361.0898242,Consumer Cyclical,Auto Manufacturers,TSLA
GB00BKDTK925,TRN,Trainline,10,100,0.18,36.7,,,,,,,,EOF403085112,,367,01/09/2020,13:37:00,Sell,3.67,Consumer Cyclical,Travel Services,TRN.L
US88160R1014,TSLA,Tesla,2,1.34412,,729.1,,,,,,,,EOF403143518,,490,01/09/2020,13:40:00,Buy,364.5507842,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,2,1.34336,,729.51,,,,,,,,EOF403201224,,490,01/09/2020,13:43:00,Buy,364.7570272,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,2,1.34457,,724.69,,,,,,,,EOF403227424,,487.2,01/09/2020,13:45:00,Buy,362.3463263,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,1,1.34429,,360.79,,,,,,,,EOF403257506,,485,01/09/2020,13:48:00,Buy,360.7852472,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,2,1.342,,711.36,,,,,,,,EOF403526217,,477.32,01/09/2020,14:12:00,Buy,355.6780924,Consumer Cyclical,Auto Manufacturers,TSLA
US8522341036,SQ,Square,1.0166219,1.34245,7.62,126.87,,,,,,,,EOF403555531,,167.53,01/09/2020,14:15:00,Sell,124.7942195,Technology,Software—Infrastructure,SQ
GB00BVDPPV41,RBG,Revolution Bars Group,250,100,,40,,,,,,,,EOF403825447,,16,01/09/2020,14:45:00,Buy,0.16,Consumer Cyclical,Restaurants,RBG.L
US67066G1040,NVDA,Nvidia,0.25,1.34378,,102.85,,,,,,,,EOF404037849,,552.81,01/09/2020,15:21:00,Buy,411.384304,Technology,Semiconductors,NVDA
US8522341036,SQ,Square,2,1.34268,,250.47,,,,,,,,EOF404079861,,168.15,01/09/2020,15:29:00,Buy,125.2346054,Technology,Software—Infrastructure,SQ
US7561091049,O,Realty Income,1,1.34261,,46.62,,,,,,,,EOF404096994,,62.59,01/09/2020,15:33:00,Buy,46.61815419,Real Estate,REIT—Retail,O
US5021751020,LTC,LTC Properties,2,1.34251,,54.38,,,,,,,,EOF404097976,,36.5,01/09/2020,15:33:00,Buy,27.18787942,Real Estate,REIT—Healthcare Facilities,LTC
US88160R1014,TSLA,Tesla,1,1.34163,,360.33,,,,,,,,EOF404135190,,483.43,01/09/2020,15:43:00,Buy,360.3303444,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,5,1.34113,8.41,1816.3,,,,,,,,EOF404219194,,487.18,01/09/2020,16:09:00,Sell,363.2608323,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,1,1.34148,,364.84,,,,,,,,EOF404227652,,489.43,01/09/2020,16:12:00,Buy,364.8433074,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,6,1.34095,16.93,2189.66,,,,,,,,EOF404257463,,489.37,01/09/2020,16:21:00,Sell,364.9427645,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,1,1.34058,,364.63,,,,,,,,EOF404261661,,488.82,01/09/2020,16:22:00,Buy,364.6332185,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,2,1.34051,,725.09,,,,,,,,EOF404272941,,486,01/09/2020,16:26:00,Buy,362.5485823,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,2,1.33917,,727.18,,,,,,,,EOF404291496,,486.91,01/09/2020,16:32:00,Buy,363.5908809,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,1,1.33862,,362.59,,,,,,,,EOF404302858,,485.37,01/09/2020,16:36:00,Buy,362.5898313,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,1,1.33933,,362.07,,,,,,,,EOF404330204,,484.93,01/09/2020,16:45:00,Buy,362.0690942,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,2,1.33738,,708.5,,,,,,,,EOF404767077,,473.77,01/09/2020,19:13:00,Buy,354.2523441,Uncategorised,Uncategorised,TSLA
JE00B5TT1872,CEY,Centamin,60,100,3.4,126.3,,,,,,,,EOF405091973,,210.5,02/09/2020,07:01:00,Sell,2.105,Basic Materials,Gold,CEY.L
JE00B5TT1872,CEY,Centamin,40,100,,83.16,,,,,,,,EOF405216888,,207.9,02/09/2020,07:47:00,Buy,2.079,Basic Materials,Gold,CEY.L
JE00BG6L7297,BOO,boohoo,20,100,,62.54,,,,,,,,EOF405221159,,312.7,02/09/2020,07:49:00,Buy,3.127,Consumer Cyclical,Internet Retail,BOO.L
GB00BRJ9BJ26,FEVR,Fevertree,2,100,,42.14,,,,,,,,EOF405221877,,2107,02/09/2020,07:50:00,Buy,21.07,Consumer Defensive,Beverages—Non-Alcoholic,FEVR.L
US87663X1028,TTCF,Tattooed Chef,8,1.33125,8.31,118.14,,,,,,,,EOF405907755,,19.66,02/09/2020,13:33:00,Sell,14.76807512,Consumer Defensive,Packaged Foods,TTCF
US0378331005,AAPL,Apple,1,1.33113,,101.3,,,,,,,,EOF405936600,,134.84,02/09/2020,13:34:00,Buy,101.2973939,Technology,Consumer Electronics,AAPL
US0378331005,AAPL,Apple,2,1.33143,7.6,202.67,,,,,,,,EOF405948086,,134.92,02/09/2020,13:34:00,Sell,101.3346552,Technology,Consumer Electronics,AAPL
US0378331005,AAPL,Apple,2,1.33149,,201.28,,,,,,,,EOF406051086,,134,02/09/2020,13:39:00,Buy,100.6391336,Technology,Consumer Electronics,AAPL
US88160R1014,TSLA,Tesla,1,1.3315,,343.85,,,,,,,,EOF406071968,,457.83,02/09/2020,13:40:00,Buy,343.8452873,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,2,1.33201,,695.19,,,,,,,,EOF406111942,,463,02/09/2020,13:43:00,Buy,347.594988,Consumer Cyclical,Auto Manufacturers,TSLA
US87663X1028,TTCF,Tattooed Chef,3,1.33095,,43.95,,,,,,,,EOF406247345,,19.5,02/09/2020,13:53:00,Buy,14.651189,Consumer Defensive,Packaged Foods,TTCF
US83088V1026,WORK,Slack,5,1.33071,15.96,127,,,,,,,,EOF406270661,,33.8,02/09/2020,13:55:00,Sell,25.39997445,Technology,Software—Application,WORK
US87663X1028,TTCF,Tattooed Chef,3,1.33047,-1.33,42.62,,,,,,,,EOF406308975,,18.9,02/09/2020,13:57:00,Sell,14.20550632,Consumer Defensive,Packaged Foods,TTCF
US67066G1040,NVDA,Nvidia,0.25,1.33153,3.57,106.42,,,,,,,,EOF406444725,,566.8,02/09/2020,14:07:00,Sell,425.6757264,Technology,Semiconductors,NVDA
US0378331005,AAPL,Apple,3,1.3301,-2.08,296.73,,,,,,,,EOF406731525,,131.56,02/09/2020,14:39:00,Sell,98.9098564,Technology,Consumer Electronics,AAPL
US90353T1007,UBER,Uber Technologies,5,1.32988,11.38,127.34,,,,,,,,EOF406745019,,33.87,02/09/2020,14:41:00,Sell,25.46846332,Technology,Software—Application,UBER
US2786421030,EBAY,eBay Inc.,12,1.33025,5.94,492.54,,,,,,,,EOF406750061,,54.6,02/09/2020,14:41:00,Sell,41.04491637,Consumer Cyclical,Internet Retail,EBAY
JE00B5TT1872,CEY,Centamin,77,100,-3.1,155.85,,,,,,,,EOF406785496,,202.4,02/09/2020,14:47:00,Sell,2.024,Basic Materials,Gold,CEY.L
GB00BZBX0P70,GYM,Gym Group,66,100,,100.69,,,,,0.5,,,EOF406883287,,151.8,02/09/2020,15:04:00,Buy,1.518,Consumer Cyclical,Leisure,GYM.L
US88160R1014,TSLA,Tesla,8,1.33008,-193.09,2666.31,,,,,,,,EOF406897538,,443.3,02/09/2020,15:07:00,Sell,333.2882233,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,4,1.32997,-104.77,1324.93,,,,,,,,EOF406905870,,440.53,02/09/2020,15:08:00,Sell,331.2330353,Consumer Cyclical,Auto Manufacturers,TSLA
US2561631068,DOCU,DocuSign,2,1.33021,,394.82,,,,,,,,EOF406926018,,262.6,02/09/2020,15:12:00,Buy,197.4124386,Technology,Software—Application,DOCU
US88160R1014,TSLA,Tesla,1,1.33262,,333.78,,,,,,,,EOF407398421,,444.8,02/09/2020,16:47:00,Buy,333.7785715,Consumer Cyclical,Auto Manufacturers,TSLA
NL0000235190,AIR,Airbus,2,1.12593,3.07,131.45,,,,,,,,EOF408179126,,74,03/09/2020,07:09:00,Sell,65.7234464,Industrials,Aerospace & Defense,AIR.PA
GB00B1KJJ408,WTB,Whitbread,38.079,100,13,977.11,,,,,,,,EOF408403168,,2566,03/09/2020,09:01:00,Sell,25.66,Consumer Cyclical,Restaurants,WTB.L
GB00BZBX0P70,GYM,Gym Group,100,100,,152.96,,,,,0.76,,,EOF408411739,,152.2,03/09/2020,09:07:00,Buy,1.522,Consumer Cyclical,Leisure,GYM.L
GB00BRJ9BJ26,FEVR,Fevertree,17,100,2.13,358.02,,,,,,,,EOF408476666,,2106,03/09/2020,09:48:00,Sell,21.06,Consumer Defensive,Beverages—Non-Alcoholic,FEVR.L
JE00B5TT1872,CEY,Centamin,50,100,,101.55,,,,,,,,EOF408912576,,203.1,03/09/2020,13:32:00,Buy,2.031,Basic Materials,Gold,CEY.L
US88160R1014,TSLA,Tesla,1,1.32812,,315.48,,,,,,,,EOF408964038,,418.99,03/09/2020,13:34:00,Buy,315.4760112,Consumer Cyclical,Auto Manufacturers,TSLA
US87663X1028,TTCF,Tattooed Chef,3,1.32789,,50.47,,,,,,,,EOF409006188,,22.34,03/09/2020,13:35:00,Buy,16.82368268,Consumer Defensive,Packaged Foods,TTCF
US2561631068,DOCU,DocuSign,2,1.32751,-33.2,361.61,,,,,,0.01,,EOF409417658,,240.03,03/09/2020,14:17:00,Sell,180.8121973,Technology,Software—Application,DOCU
US08862E1091,BYND,Beyond Meat,1,1.3275,1.55,103.95,,,,,,,,EOF409610201,,138,03/09/2020,14:40:00,Sell,103.9548023,Consumer Defensive,Packaged Foods,BYND
US88160R1014,TSLA,Tesla,1,1.32743,,311.41,,,,,,,,EOF409630263,,413.37,03/09/2020,14:42:00,Buy,311.4062512,Consumer Cyclical,Auto Manufacturers,TSLA
US87663X1028,TTCF,Tattooed Chef,7,1.32445,,111.89,,,,,,,,EOF409966925,,21.17,03/09/2020,15:21:00,Buy,15.98399336,Consumer Defensive,Packaged Foods,TTCF
GB00BRJ9BJ26,FEVR,Fevertree,10,100,,206,,,,,,,,EOF410046786,,2060,03/09/2020,15:28:00,Buy,20.6,Consumer Defensive,Beverages—Non-Alcoholic,FEVR.L
GB00BRJ9BJ26,FEVR,Fevertree,10,100,,205.9,,,,,,,,EOF410048765,,2059,03/09/2020,15:29:00,Buy,20.59,Consumer Defensive,Beverages—Non-Alcoholic,FEVR.L
GB00BH3X7Y70,KOD,Kodal Minerals,1000,100,,1.4,,,,,,,,EOF411347123,,0.14,04/09/2020,08:00:00,Buy,0.0014,Basic Materials,Other Industrial Metals & Mining,KOD.L
GB00BH3X7Y70,KOD,Kodal Minerals,1000,100,,1.5,,,,,,,,EOF411359046,,0.15,04/09/2020,08:06:00,Buy,0.0015,Basic Materials,Other Industrial Metals & Mining,KOD.L
GB00BH3X7Y70,KOD,Kodal Minerals,1000,100,,1.65,,,,,,,,EOF411366226,,0.17,04/09/2020,08:10:00,Buy,0.0017,Basic Materials,Other Industrial Metals & Mining,KOD.L
GB00BH3X7Y70,KOD,Kodal Minerals,1000,100,,1.65,,,,,,,,EOF411367952,,0.17,04/09/2020,08:11:00,Buy,0.0017,Basic Materials,Other Industrial Metals & Mining,KOD.L
GB00BH3X7Y70,KOD,Kodal Minerals,2000,100,,3.4,,,,,,,,EOF411371021,,0.17,04/09/2020,08:13:00,Buy,0.0017,Basic Materials,Other Industrial Metals & Mining,KOD.L
GB00BH3X7Y70,KOD,Kodal Minerals,5000,100,,8.5,,,,,,,,EOF411372249,,0.17,04/09/2020,08:14:00,Buy,0.0017,Basic Materials,Other Industrial Metals & Mining,KOD.L
GB00BH3X7Y70,KOD,Kodal Minerals,1000,100,,1.55,,,,,,,,EOF411376827,,0.16,04/09/2020,08:16:00,Buy,0.0016,Basic Materials,Other Industrial Metals & Mining,KOD.L
GB00BH3X7Y70,KOD,Kodal Minerals,64516.129,100,,100,,,,,,,,EOF411377098,,0.16,04/09/2020,08:16:00,Buy,0.0016,Basic Materials,Other Industrial Metals & Mining,KOD.L
GB00BH3X7Y70,KOD,Kodal Minerals,10000,100,,16,,,,,,,,EOF411387791,,0.16,04/09/2020,08:23:00,Buy,0.0016,Basic Materials,Other Industrial Metals & Mining,KOD.L
GB00BH3X7Y70,KOD,Kodal Minerals,30303,100,,48.48,,,,,,,,EOF411395260,,0.16,04/09/2020,08:28:00,Buy,0.0016,Basic Materials,Other Industrial Metals & Mining,KOD.L
GB00B0130H42,ITM,ITM Power,60,100,,153.6,,,,,,,,EOF411417808,,256,04/09/2020,08:44:00,Buy,2.56,Technology,Electronic Components,ITM.L
GB00BZBX0P70,GYM,Gym Group,305.6845125,100,4.71,492.15,,,,,,,,EOF411758792,,161,04/09/2020,13:10:00,Sell,1.61,Consumer Cyclical,Leisure,GYM.L
US25746U1097,D,Dominion Energy,0.522507,1.32215,0.14,31.21,,,,,,,,EOF411954311,,78.98,04/09/2020,13:34:00,Sell,59.736036,Utilities,Utilities—Regulated Electric,D
US30303M1027,FB,Facebook,0.8211123,1.32135,30.93,177.4,,,,,,,,EOF412084144,,285.47,04/09/2020,13:45:00,Sell,216.0441972,Communication Services,Internet Content & Information,FB
US88160R1014,TSLA,Tesla,0.5,1.32082,,152.86,,,,,,,,EOF412105703,,403.79,04/09/2020,13:47:00,Buy,305.7116034,Consumer Cyclical,Auto Manufacturers,TSLA
US88160R1014,TSLA,Tesla,0.5,1.32,,147.26,,,,,,,,EOF412243166,,388.78,04/09/2020,13:59:00,Buy,294.530303,Consumer Cyclical,Auto Manufacturers,TSLA
US87663X1028,TTCF,Tattooed Chef,10,1.32038,-5.36,157,,,,,,,,EOF412355992,,20.73,04/09/2020,14:12:00,Sell,15.70002575,Consumer Defensive,Packaged Foods,TTCF
US57636Q1040,MA,Mastercard,0.2053015,1.32105,1.36,51.36,,,,,,,,EOF413113025,,330.47,04/09/2020,15:35:00,Sell,250.157072,Financial Services,Credit Services,MA
US8522341036,SQ,Square,3,1.32837,,332.68,,,,,,,,EOF413871739,,147.31,04/09/2020,19:25:00,Buy,110.8953078,Technology,Software—Infrastructure,SQ
US83088V1026,WORK,Slack,5,1.32877,,110.63,,,,,,,,EOF413883198,,29.4,04/09/2020,19:28:00,Buy,22.12572529,Technology,Software—Application,WORK
US88160R1014,TSLA,Tesla,1,1.32849,,320.73,,,,,,,,EOF413886272,,426.09,04/09/2020,19:29:00,Buy,320.732561,Consumer Cyclical,Auto Manufacturers,TSLA
US30303M1027,FB,Facebook,1,1.32806,,214.6,,,,,,,,EOF413901749,,285,04/09/2020,19:34:00,Buy,214.598738,Communication Services,Internet Content & Information,FB
US88160R1014,TSLA,Tesla,5,1.32885,9.02,1590.54,,,,,,,,EOF413943580,,422.72,04/09/2020,19:47:00,Sell,318.1096437,Consumer Cyclical,Auto Manufacturers,TSLA
US31188V1008,FSLY,Fastly,2,1.32834,,122.29,,,,,,,,EOF413965736,,81.22,04/09/2020,19:54:00,Buy,61.14398422,Technology,Software—Application,FSLY
US88160R1014,TSLA,Tesla,1,1.32837,,316.93,,,,,,,,EOF413965934,,421,04/09/2020,19:54:00,Buy,316.9297711,Consumer Cyclical,Auto Manufacturers,TSLA
US2561631068,DOCU,DocuSign,1,1.32826,,163.13,,,,,,,,EOF413969594,,216.68,04/09/2020,19:55:00,Buy,163.1307124,Technology,Software—Application,DOCU
US5949181045,MSFT,Microsoft,2,1.3282,,323.43,,,,,,,,EOF413971236,,214.79,04/09/2020,19:56:00,Buy,161.7151031,Technology,Software—Infrastructure,MSFT
US83088V1026,WORK,Slack,2,1.32816,,43.88,,,,,,,,EOF413972688,,29.14,04/09/2020,19:56:00,Buy,21.9401277,Technology,Software—Application,WORK
US88160R1014,TSLA,Tesla,1,1.32805,,315.5,,,,,,,,EOF413985738,,419,04/09/2020,19:59:00,Buy,315.5001694,Consumer Cyclical,Auto Manufacturers,TSLA
GB00BRJ9BJ26,FEVR,Fevertree,20,100,15.7,427.6,,,,,,,,EOF414694166,,2138,07/09/2020,09:31:00,Sell,21.38,Consumer Defensive,Beverages—Non-Alcoholic,FEVR.L
GB00BH3X7Y70,KOD,Kodal Minerals,90909.0909,100,,100,,,,,,,,EOF414722489,,0.11,07/09/2020,10:00:00,Buy,0.0011,Basic Materials,Other Industrial Metals & Mining,KOD.L
GB00B0130H42,ITM,ITM Power,60.5416982,100,4.38,159.53,,,,,,,,EOF414936085,,263.5,07/09/2020,13:25:00,Sell,2.635,Technology,Electronic Components,ITM.L
US23804L1035,DDOG,Datadog,2,1.30405,,122.74,,,,,,,,EOF417003338,,80.03,08/09/2020,14:43:00,Buy,61.37034623,Technology,Software—Application,DDOG
US2561631068,DOCU,DocuSign,1,1.30395,-2.82,160.31,,,,,,,,EOF417008894,,209.03,08/09/2020,14:44:00,Sell,160.3052264,Technology,Software—Application,DOCU
US92766K1060,SPCE,Virgin Galactic,4,1.30339,,51.59,,,,,,,,EOF417040855,,16.81,08/09/2020,14:48:00,Buy,12.89713746,Industrials,Aerospace & Defense,SPCE
US92766K1060,SPCE,Virgin Galactic,4,1.30278,,52.63,,,,,,,,EOF417173840,,17.14,08/09/2020,15:06:00,Buy,13.15648076,Industrials,Aerospace & Defense,SPCE
US92766K1060,SPCE,Virgin Galactic,15,1.3015,3.66,205.03,,,,,,,,EOF417862145,,17.79,08/09/2020,17:58:00,Sell,13.66884364,Industrials,Aerospace & Defense,SPCE
IE00BK5BZY66,2TSL,2x Tesla,3,100,,312.24,,,,,,,,EOF418700773,,10408,09/09/2020,08:06:00,Buy,104.08,Uncategorised,Uncategorised,2TSL.L
IE00BK5BZY66,2TSL,2x Tesla,3,100,5.19,317.43,,,,,,,,EOF418742725,,10581,09/09/2020,08:28:00,Sell,105.81,Uncategorised,Uncategorised,2TSL.L
IE00BK5BZR99,3NVD,3x Nvidia,3,100,,110.13,,,,,,,,EOF418878559,,3671,09/09/2020,10:07:00,Buy,36.71,Uncategorised,Uncategorised,3NVD.L
IE00BK5BZR99,3NVD,3x Nvidia,3,100,-1.47,108.66,,,,,,,,EOF418887610,,3622,09/09/2020,10:15:00,Sell,36.22,Uncategorised,Uncategorised,3NVD.L
IE00BK5BZY66,2TSL,2x Tesla,3,100,,303.21,,,,,,,,EOF418964165,,10107,09/09/2020,11:14:00,Buy,101.07,Uncategorised,Uncategorised,2TSL.L
IE00BK5BZY66,2TSL,2x Tesla,3,100,7.98,311.19,,,,,,,,EOF419059356,,10373,09/09/2020,12:25:00,Sell,103.73,Uncategorised,Uncategorised,2TSL.L
US31188V1008,FSLY,Fastly,2,1.29915,6.07,128.36,,,,,,,,EOF419363793,,83.38,09/09/2020,13:35:00,Sell,64.18042566,Technology,Software—Application,FSLY
US83088V1026,WORK,Slack,4,1.29859,,75.62,,,,,,,,EOF419454122,,24.55,09/09/2020,13:39:00,Buy,18.90512017,Technology,Software—Application,WORK
US0378331005,AAPL,Apple,2,1.29743,,178.4,,,,,,,,EOF419469278,,115.73,09/09/2020,13:40:00,Buy,89.19941731,Technology,Consumer Electronics,AAPL
US0378331005,AAPL,Apple,2,1.30047,-0.22,178.18,,,,,,,,EOF419659409,,115.86,09/09/2020,13:57:00,Sell,89.09086715,Technology,Consumer Electronics,AAPL
US23804L1035,DDOG,Datadog,2,1.30065,0.57,123.31,,,,,,,,EOF419675733,,80.19,09/09/2020,13:59:00,Sell,61.65378849,Technology,Software—Application,DDOG
US87663X1028,TTCF,Tattooed Chef,10,1.30129,,197.57,,,,,,,,EOF420355422,,25.71,09/09/2020,15:43:00,Buy,19.75731774,Consumer Defensive,Packaged Foods,TTCF
US23804L1035,DDOG,Datadog,2,1.29907,,126.04,,,,,,,,EOF420751644,,81.87,09/09/2020,18:07:00,Buy,63.02200805,Technology,Software—Application,DDOG
US2561631068,DOCU,DocuSign,2,1.29904,,320.91,,,,,,,,EOF420754291,,208.44,09/09/2020,18:09:00,Buy,160.4569528,Technology,Software—Application,DOCU
US2561631068,DOCU,DocuSign,2,1.29925,2.35,323.25,,,,,,0.01,,EOF420839134,,210,09/09/2020,18:46:00,Sell,161.6317106,Technology,Software—Application,DOCU
US09354A1007,BLNK,Blink Charging,9,1.30086,,45.8,,,,,,,,EOF421030519,,6.62,09/09/2020,19:53:00,Buy,5.088941162,Consumer Cyclical,Specialty Retail,BLNK
US98980G1022,ZS,Zscaler,1,1.301,,103.92,,,,,,,,EOF421041127,,135.2,09/09/2020,19:56:00,Buy,103.9200615,Technology,Software—Infrastructure,ZS
US2561631068,DOCU,DocuSign,1,1.30083,,163.23,,,,,,,,EOF421042656,,212.33,09/09/2020,19:56:00,Buy,163.2265554,Technology,Software—Application,DOCU
US83088V1026,WORK,Slack,11,1.30072,,214.63,,,,,,,,EOF421044684,,25.38,09/09/2020,19:56:00,Buy,19.51227013,Technology,Software—Application,WORK
US31188V1008,FSLY,Fastly,3,1.30063,,194.4,,,,,,,,EOF421046818,,84.28,09/09/2020,19:57:00,Buy,64.79936646,Technology,Software—Application,FSLY
US88160R1014,TSLA,Tesla,2,1.30056,,566.21,,,,,,,,EOF421048012,,368.2,09/09/2020,19:57:00,Buy,283.1088147,Consumer Cyclical,Auto Manufacturers,TSLA
US0378331005,AAPL,Apple,4,1.30038,,361.46,,,,,,,,EOF421051252,,117.51,09/09/2020,19:58:00,Buy,90.36589305,Technology,Consumer Electronics,AAPL
US8522341036,SQ,Square,5,1.30013,,555.75,,,,,,,,EOF421055995,,144.51,09/09/2020,19:59:00,Buy,111.1504234,Technology,Software—Infrastructure,SQ
IE00BK5BZY66,2TSL,2x Tesla,3,100,,356.58,,,,,,,,EOF421292752,,11886,10/09/2020,07:11:00,Buy,118.86,Uncategorised,Uncategorised,2TSL.L
IE00BK5BZR99,3NVD,3x Nvidia,5,100,,197.2,,,,,,,,EOF421301222,,3944,10/09/2020,07:15:00,Buy,39.44,Uncategorised,Uncategorised,3NVD.L
IE00BK5BZR99,3NVD,3x Nvidia,2,100,,75.78,,,,,,,,EOF421473611,,3789,10/09/2020,09:06:00,Buy,37.89,Uncategorised,Uncategorised,3NVD.L
JE00B5TT1872,CEY,Centamin,50,100,1.7,103.25,,,,,,,,EOF421474847,,206.5,10/09/2020,09:07:00,Sell,2.065,Basic Materials,Gold,CEY.L
IE00BK5BZY66,2TSL,2x Tesla,3,100,7.68,364.26,,,,,,,,EOF421649920,,12142,10/09/2020,11:41:00,Sell,121.42,Uncategorised,Uncategorised,2TSL.L
IE00BK5BZR99,3NVD,3x Nvidia,7,100,3.45,276.43,,,,,,,,EOF421670729,,3949,10/09/2020,11:56:00,Sell,39.49,Uncategorised,Uncategorised,3NVD.L
US23804L1035,DDOG,Datadog,2,1.295,2.61,128.65,,,,,,,,EOF422050404,,83.3,10/09/2020,13:37:00,Sell,64.32432432,Technology,Software—Application,DDOG
US0378331005,AAPL,Apple,4,1.29486,6.58,368.04,,,,,,,,EOF422059594,,119.14,10/09/2020,13:37:00,Sell,92.00994702,Technology,Consumer Electronics,AAPL
US98980G1022,ZS,Zscaler,1,1.29552,4.14,108.06,,,,,,,,EOF422133959,,140,10/09/2020,13:44:00,Sell,108.0647153,Technology,Software—Infrastructure,ZS
US88160R1014,TSLA,Tesla,1,1.29339,,299.98,,,,,,,,EOF422284668,,388,10/09/2020,14:01:00,Buy,299.9868562,Consumer Cyclical,Auto Manufacturers,TSLA
US0378331005,AAPL,Apple,2,1.29351,,184.51,,,,,,,,EOF422289382,,119.33,10/09/2020,14:02:00,Buy,92.25286237,Technology,Consumer Electronics,AAPL
US62914V1061,NIO,NIO Inc,4,1.29405,,57.06,,,,,,,,EOF422296988,,18.46,10/09/2020,14:03:00,Buy,14.26529114,Consumer Cyclical,Auto Manufacturers,NIO
